nodeName	Degree
SAR1B	62
SCFD1	31
SEC16A	35
SEC16B	32
SEC22B	117
SEC23A	77
SEC23IP	47
SEC24A	76
SEC24B	76
SEC24C	81
SEC24D	78
SEC31A	70
SP1	416
SPRY1	28
SPRY2	67
STX5	133
TEK	105
TFG	40
TRAF6	246
TRAPPC1	52
TRAPPC10	52
TRAPPC2B	52
TRAPPC2L	51
TRAPPC3	51
TRAPPC4	53
TRAPPC5	52
TRAPPC6A	52
TRAPPC6B	53
TRAPPC9	51
USO1	119
RHOB	102
RHOD	20
RHOF	6
AMOT	13
AMOTL1	10
AMOTL2	10
ACP1	4
EFNA1	85
PLXNB1	36
RND1	33
SEMA4D	22
THY1	11
NGF	134
PRKACA	909
PRKACB	749
PRKACG	743
RHOH	19
LINGO1	9
MAG	7
OMG	5
RTN4	9
RTN4R	7
GMFG	7
DKFZP666O0110	154
GNGT1	235
GNAQ	318
GNA12	65
GNA13	88
CDKN1B	151
WUGSC:H_GS165O14.2	16
ARHGAP5	22
CTNNAL1	85
ARHGEF40	2
PLXNB2	27
PLXNB3	27
GNA11	260
GNA14	224
GNA15	244
APC VARIANT PROTEIN	24
APC2	51
ACAP1	12
ARHGEF12	32
DOCK2	20
INPP5D	81
MRAS	84
NCF4	31
RRAS	112
RRAS2	86
AURKA	207
CAMK1	28
GABRA2	20
GABRB1	21
GABRB2	22
GABRB3	21
GABRG2	22
GABRG3	22
GABRQ	23
NPTN	14
SH3GL3	23
AAAS	144
ANAPC1	107
ANAPC10	107
ANAPC11	107
ANAPC15	91
ANAPC16	91
ANAPC2	112
ANAPC4	107
ANAPC5	107
ANAPC7	108
AURKC	5
CDC16	107
CDC23	107
CDC26	107
CDC27	108
CUL3	123
DES	33
EVI5	4
FZR1	106
H3-3A	235
KIF20A	6
KIF23	73
KLHL13	21
KLHL9	21
MECP2	36
MYLK	40
NCAPD2	11
NCAPG	11
NCAPH	12
NCL	98
NOC2L	4
NPM1	109
NSUN2	4
NUP153	152
NUP210	148
NUP214	162
NUP42	146
NUP50	145
NUP88	145
PEBP1	55
PIAS3	70
POM121C	144
RAE1	154
SEPTIN1	23
SMC2	22
SMC4	23
STMN1	7
SUMO1	235
SUMO2	135
SUMO3	110
TACC1	6
TP53	463
TPR	150
UBE2C	96
UBE2D1	199
UBE2E1	121
UBE2I	226
UBE2S	94
VIM	50
ACTR1A	269
DCTN1	268
DCTN2	259
DCTN3	261
HSP90AA1	309
TUBB	158
TUBB4A	179
TUBB4B	180
AHI1	97
AKAP9	131
ALMS1	112
B9D1	95
C2CD3	96
CC2D2A	94
CDK5RAP2	113
CENPJ	113
CEP131	112
CEP135	112
CEP152	112
CEP162	96
CEP164	130
CEP192	112
CEP250	112
CEP290	115
CEP41	112
CEP43	117
CEP57	112
CEP63	112
CEP70	112
CEP72	112
CEP76	112
CEP78	112
CEP83	96
CEP89	96
CNTRL	115
FBF1	101
HAUS1	112
HAUS2	112
HAUS3	112
HAUS4	112
HAUS5	112
HAUS6	112
HAUS7	112
HAUS8	112
IQCB1	98
KIF24	96
MKS1	110
NEDD1	112
NEK2	160
NINL	112
NPHP1	99
NPHP4	99
ODF2	112
OFD1	127
PCM1	113
PCNT	146
PLK4	125
PPP2R1A	319
PRKAR2B	164
RAB11A	142
RAB3IP	120
RAB8A	145
RPGRIP1L	109
SCLT1	96
SDCCAG8	112
SFI1	112
SSNA1	112
TCTN1	94
TCTN2	94
TCTN3	95
TMEM216	94
TMEM231	3
TMEM67	94
TTBK2	96
TUBG1	114
CORTBP1	5
MAPK1	474
MAPK3	503
SHANK1	26
SHANK2	26
SHANK3	42
APBB1IP	31
CAPN1	39
CSF1	40
DNAJC27	11
ELMO1	120
ELMO2	108
ESR1	342
FGA	61
FGB	56
FGG	55
GDNF	83
GFRA1	53
IGF1	89
IRS1	153
MAP2K4	100
PDGFA	127
PELP1	39
PRKCB	294
PRKCH	59
PRKCQ	236
PTP4A3	12
PTPN12	20
RAP2A	13
RAP2B	9
RAP2C	9
RAPGEF1	50
RGS1	37
SH2D3A	5
SH2D3C	5
SHB	26
SPP1	45
SRCIN1	1
TRIP6	13
VEGF	9
VEGFR1	7
VWF	62
EFS	14
CASS4	11
NEDD9	18
WWP1	80
MMP3	38
REST	128
DYNLT1	43
CDK5R1	51
ATF4	153
ATF6B	68
CREB3	106
CREB3L1	98
CREB3L2	95
CREB3L3	100
CREB3L4	100
CREB5	108
DKFZP686N2325	88
DOCK3	5
EHD4	6
FRS2	99
FRS3	66
GIPC1	11
MAP2K5	14
NTF4	40
RCOR1	23
SIN3A	153
SORCS2	5
SORT1	33
STAT3	470
AKT1	354
AKT2	218
AKT3	199
CASP9	31
CCDC8	10
CTSB	24
CTSC	41
CTSD	36
CTSF	19
CTSH	20
CTSK	23
CTSL	34
CTSO	7
CTSS	36
CTSV	23
CTSW	7
CTSZ	42
CUL7	14
CUL9	13
DIABLO	17
FBXL7	148
FOXM1	42
HTRA2	5
NEDD8	242
OBSL1	10
TEAD1	39
TEAD2	32
TEAD3	33
TEAD4	34
DHH	7
GAS1	12
GAS8	10
IHH	11
KIF3A	114
NEO1	17
NTN3	3
PTCH1	25
PTCH2	13
SHH	89
SMO	56
CDC37	53
ERBIN	22
MATK	21
MEMO1	13
NRG1	71
NRG2	57
NRG4	40
MAP2K1	137
CCNE2	95
CCNF	113
CDC25A	73
CDC25C	53
CDK8	78
CHEK1	85
CKS1B	72
CKS2	20
E2F4	77
KIF14	18
MAD2L2	47
MKI67	3
PKMYT1	19
RPS6KA1	42
RPS6KA2	39
RPS6KA3	47
RPS6KA6	32
SIK2	11
SRPK1	59
TTK	18
VRK1	13
ANAPC13	35
DKFZP762H177	35
DYNLT3	33
KIF11	80
SUZ12	174
NUP98/HOXC13	4
ZNF207	3
CACNA1C	97
CACNA1D	94
CACNA1G	29
PRKAA1	128
PRKAA2	133
PRKAB1	127
PRKAB2	125
PRKAG1	134
PRKAG2	124
PRKAG3	121
SLC2A4	51
NFATC1	123
SDC4	114
ADCY1	65
ADCY2	59
ADCY3	62
ADCY4	59
ADCY5	62
ADCY6	59
ADCY7	61
ADCY8	59
ADCY9	62
ADORA2A	74
ARL2	14
ASPH	15
ATP2A1	14
ATP2A2	17
ATP2A3	17
BAD	44
BCL2	144
C2CD5	21
CABIN1	24
CACNA1H	27
CACNA1I	25
CAMK1D	22
CAMK1G	21
CAMK2A	160
CAMK2B	152
CAMK2D	151
CAMK2G	146
CAMK4	79
CAMKK1	8
CAMKK2	18
CAMKMT	1
CAV2	28
CAV3	40
CCP110	97
CEP97	80
CHP1	7
CLIC2	8
CNGA1	10
CNGA2	20
CNGA4	20
CNGB1	26
DKFZP781H1715	57
DLG2	60
EIF1B	12
EXOC1	31
EXOC2	40
EXOC3	40
EXOC4	47
EXOC5	37
EXOC6	30
EXOC8	29
FGF11	12
FGF12	13
FGF13	15
FGF14	12
FKBP1B	10
FKBP8	5
GAP43	2
GPC1	76
GPS2	40
GRIA1	90
GRIA2	53
GRIA3	54
GRIA4	53
GRK1	87
GRK2	508
HDAC3	233
HSP90B1	55
IFNG	103
IFNGR1	98
ITPKA	15
ITPKB	15
ITPKC	16
ITPR1	66
ITPR2	46
ITPR3	53
LNPEP	33
LRRC7	27
MAPT	94
MARCKS	5
MEF2D	51
MYLK2	30
MYLK3	28
MYLK4	27
NCALD	6
NCOR1	193
NCOR2	157
