nodeName	Degree
GTF3A	62
POLR3H	46
POLR2J3	23
BRAF	79
PKP2	22
POLR3GL	25
POLR2J2	24
CRCP	47
POLR3E	44
GTF3C4	18
TBP	218
TYW1B	2
TOMM40	76
TYW1	6
KLHDC4	3
DUS3L	5
HIST1H2BO	175
HIST1H2AC	204
HIST1H2BA	176
TAF1B	54
H2BFS	119
H2AFV	205
HIST1H2BD	153
HIST1H2BJ	182
MYO1C	98
HIST2H2BE	305
HIST1H2AJ	199
HIST1H2BH	143
HIST2H2AC	320
HIST1H2BN	142
HIST1H2BB	210
BAZ1B	54
PTRF	20
TAF1D	51
H2AFZ	273
H2AFB1	149
HIST1H2BM	142
RRN3	33
HIST1H2BK	169
TTF1	56
HIST1H2BL	159
TAF1A	49
CD3EAP	45
SIRT7	45
H2AFX	275
GSK3B	204
HIST1H2AD	169
H2AFJ	141
TAF1C	50
ZNF830	13
IGJ	13
PGM2	71
CYLC2	2
CBFB	93
TRMT12	18
PSMA7	150
TXLNG	11
PHKA1	16
TCP1	122
UBC	620
GYG2	22
PSMD11	138
CCT6A	84
DRG2	9
PSMA3	180
PSMD2	158
CCT3	104
ZFX	10
PSMA5	143
UBBP4	26
HSPA8	275
PRPS1	19
ABCC5	1
ATP5A1	161
HIBCH	53
MTRF1	19
MRPL49	101
MRPS36	39
YARS	67
MRPL14	89
PTCD3	98
MRPS35	93
MRPL51	91
MRPL40	109
MRPL41	97
MRPL16	122
MRPS34	97
ABCC2	23
MRPL45	92
MRPL50	88
RPL23L	94
MRPL18	89
ABCB1	23
MRPL57	89
MRPS30	90
MRPS18B	90
MRPS27	96
GADD45GIP1	98
ABCG2	31
MRPS31	92
MRPS21	89
MRPL38	90
MRPS23	93
MRPL48	91
AURKAIP1	95
MRPS25	90
ABCC12	2
SOD2	95
MTIF2	67
ENSG00000273155	9
MRPS26	89
ABCC3	10
MRPL44	94
MRPS22	99
MRPL35	94
MRPL10	89
CHCHD1	89
MRPL34	88
MRPL42	91
MRPL28	88
MRPL30	88
ABCC1	3
MRPL55	91
MRPL39	94
MRPL37	92
ENSG00000239789	87
MRPL52	88
MRPS24	88
MTG2	16
MTRF1L	23
MRPS33	96
ERAL1	47
ABCC4	11
ENSG00000214026	89
RPMS17	88
MRPS28	89
COL11A2	36
RGL2	17
GAPDH	198
KIFC1	77
SLC39A7	23
SIL1	29
EARS2	56
VPS52	41
PEBP1	82
HSD17B8	36
PFDN6	50
RXRB	63
SRP72	36
TMEM187	4
BRI3BP	5
DOCK10	6
DOCK9	4
DOCK11	6
DOCK1	47
BORA	15
DHX40	7
AKR1C3	50
TSPYL6	2
UBA2	38
GTF2H4	87
EEF1A2	54
TCF19	28
SUPV3L1	31
PNPT1	31
TOMM20	73
HELZ2	80
ZFP36L1	12
GTPBP1	33
CXCL8	184
PARN	44
HNRNPD	105
TOMM20L	12
DCP2	64
ERBB2	193
CDK7	119
MNAT1	93
ERCC3	118
ACTB	447
EIF4G3	42
RPAP3	33
URI1	18
OGFOD1	9
EXT2	24
IP6K2	54
DUSP16	11
FASTKD2	13
MRM1	13
MALSU1	67
PTCD1	10
NGRN	6
TACO1	21
MTERF3	31
MTG1	45
GRSF1	15
AUH	17
TSC2	94
RPS6KA1	42
MTOR	210
KDM8	10
EIF4EBP1	53
DSTN	27
RHEB	87
STAU1	20
RPS6KA2	24
TSC1	83
RICTOR	47
RPS6KB2	40
EIF4E	183
EIF4EBP2	19
RPS6KA3	28
RPS6KB1	130
